ticker,origem,grupo,setor,investment,investment_base,consistencia,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roic,mrg_liq,div_liq_ebitda,liq_corr,div_patrim,peg,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
CMIG4,BOVA11,BOVA11,Utilities,60.02,55.91,83.33333333333333,57.1,51.34,39.23,95.3,42,Não,5,7,False,,True,,True,True,True,False,True,5,6,True,True,False,False,True,,True,True,True,,True,31782176768.0,6.66,1.11,9.39,17.42,16.75,9.62,11.15,,0.93,0.69,,11.109999656677246,13.83,20.13,17.35,19.38,,17.67,18.37,16.53,4.0,48.78,59.07,2026-08-13,2026-06-24,última,,,Em Alta,11.34000015258789,-2.0282230407038915,-16.689506802616194,True,False,False,sem sinal (Em Alta; sem novo topo (-2.0%))
ABEV3,BOVA11,BOVA11,Consumer Defensive,59.9,55.77,83.33333333333333,78.76,18.2,53.71,50.34,43,Não,5,7,False,,True,,False,True,True,True,True,5,6,True,True,True,True,False,,True,False,True,,True,241990762496.0,15.37,2.83,5.7,5.43,18.4,20.62,18.41,,1.02,0.03,5.06,15.65999984741211,6.08,8.0,9.58,11.26,8.63,8.71,8.63,7.77,5.0,-50.4,-44.39,2026-10-29,2026-09-22,próxima,,,Em Baixa,16.1299991607666,-2.9138210651472485,-7.842699081804517,True,False,False,sem sinal (Em Baixa; sem novo topo (-2.9%))
GMAT3,SMALL11,SMALL11,Consumer Cyclical,59.46,58.18,66.66666666666667,53.69,74.5,60.56,32.89,44,Não,3,7,False,,True,,False,True,True,False,True,4,6,True,True,False,False,False,,True,False,True,,True,8797411328.0,5.18,0.82,3.06,3.24,15.83,10.88,4.49,,1.71,0.56,0.39,3.819999933242798,0.88,1.64,9.77,8.79,12.1,10.22,9.77,8.79,3.0,130.21,167.6,n/d,n/d,,,,Em Alta,4.03000020980835,-5.21092470552349,-49.636200241922005,False,False,False,sem sinal (Em Alta; sem novo topo (-5.2%))
TEND3,SMALL11,SMALL11,Real Estate,59.46,64.07,33.333333333333336,77.62,52.18,60.38,40.27,45,Não,4,7,False,,False,,False,True,True,False,False,2,6,True,True,True,False,False,,True,False,True,,True,4055180288.0,7.08,2.66,3.69,3.86,37.61,14.39,12.08,,1.96,0.8,0.47,33.099998474121094,9.12,16.92,61.95,36.18,88.16,50.8,49.06,44.16,4.0,33.4,53.48,n/d,n/d,,,,Em Baixa,33.45000076293945,-1.0463446362791728,-12.7569855766432,False,False,False,sem sinal (Em Baixa; sem novo topo (-1.0%))
AZZA3,BOVA11+SMALL11,BOVA11,Consumer Cyclical,59.35,58.06,66.66666666666667,41.19,82.58,76.26,36.24,46,Não,2,7,False,,True,,False,True,True,False,True,4,6,False,True,False,False,False,,True,False,True,,True,3273227776.0,3.96,0.41,15.51,3.53,10.39,7.75,7.17,,2.2,0.49,0.44,16.190000534057617,4.08,7.57,54.17,60.27,50.97,55.14,54.17,48.75,3.0,201.14,240.57,2026-08-12,2025-12-22,última,,,Em Baixa,18.59000015258789,-12.910164598337415,-53.70831811336092,True,False,False,sem sinal (Em Baixa; sem novo topo (-12.9%))
IGTI11,BOVA11+SMALL11,BOVA11,Real Estate,59.27,57.96,66.66666666666667,73.49,35.55,69.26,21.48,47,Não,2,6,False,,True,,False,True,True,False,True,4,6,False,False,True,True,False,,,False,True,,True,,11.61,1.5,1.18,2.45,12.93,12.16,41.86,,2.73,0.9,1.26,24.270000457763672,4.25,7.88,27.7,27.59,24.46,26.58,27.59,24.83,3.0,2.3,9.53,n/d,2026-10-16,próxima,,,Em Baixa,25.729999542236328,-5.674306686543218,-20.234256997786183,True,False,False,sem sinal (Em Baixa; sem novo topo (-5.7%))
HYPE3,BOVA11+SMALL11,BOVA11,Healthcare,58.15,56.65,66.66666666666667,61.68,45.4,67.26,40.94,48,Não,3,7,False,,True,,False,True,True,True,False,4,6,False,True,False,True,False,,True,False,True,,True,15016155136.0,8.98,1.07,4.9,3.87,11.91,10.63,19.49,,1.96,0.62,1.16,21.329999923706055,5.9,10.94,31.47,32.64,27.65,30.59,31.47,28.33,3.0,32.8,43.4,2026-08-06,2026-06-29,última,,,Em Alta,21.649999618530273,-1.4780586626446435,-20.423986828611696,True,False,False,sem sinal (Em Alta; sem novo topo (-1.5%))
TAEE11,BOVA11+SMALL11,BOVA11,Utilities,57.76,59.13,50.0,74.8,26.92,51.41,84.56,49,Não,7,7,True,,True,,False,True,False,False,True,3,6,True,True,True,True,True,,True,True,True,,True,40864591872.0,8.8,1.73,8.18,10.68,19.7,10.69,33.52,,2.29,1.49,7.45,39.540000915527344,30.17,33.34,35.47,48.07,53.3,40.07,35.47,31.92,5.0,-19.27,1.34,n/d,n/d,,,,Em Baixa,41.59000015258789,-4.929067635343564,-11.178521222032344,False,False,False,sem sinal (Em Baixa; sem novo topo (-4.9%))
BMOB3,SMALL11,SMALL11,Communication Services,57.62,53.09,83.33333333333333,57.01,27.86,75.15,54.36,50,Não,6,7,False,,True,,False,True,True,True,True,5,6,True,True,True,False,True,,True,True,True,,True,1954086016.0,12.83,2.1,8.92,5.97,16.39,10.11,8.91,,1.78,0.05,3.35,23.469999313354492,10.01,14.31,18.67,21.45,17.93,16.48,17.93,16.14,5.0,-31.24,-29.8,n/d,n/d,,,,Lateral,24.030000686645508,-2.330425956259885,-17.39280114827142,False,False,False,sem sinal (Lateral; sem novo topo (-2.3%))
WEGE3,BOVA11,BOVA11,Industrials,57.41,55.78,66.66666666666667,86.44,9.13,62.94,20.13,51,Não,5,7,False,,True,,False,True,True,False,True,4,6,True,True,True,True,False,,True,False,True,,True,203078172672.0,32.75,10.86,4.11,2.33,33.16,24.33,15.58,,1.59,0.29,4.17,48.400001525878906,8.06,14.94,19.58,12.17,15.05,13.96,14.94,13.45,5.0,-72.21,-71.15,n/d,n/d,,,,Lateral,49.16999816894531,-1.5659887568446496,-10.841570998432083,False,False,False,sem sinal (Lateral; sem novo topo (-1.6%))
BBDC3,BOVA11,BOVA11,Financial Services,57.23,56.74,60.0,52.02,59.23,,71.81,52,Não,2,6,False,,True,,False,True,,False,True,3,5,True,False,False,,False,,True,False,True,,True,175321186304.0,6.74,0.95,8.98,8.71,14.13,0.0,25.36,,,,1.16,15.449999809265137,9.62,17.44,29.7,28.96,33.34,18.92,17.44,15.7,3.0,1.61,22.46,n/d,n/d,,,,Lateral,16.502357482910156,-6.377014161369621,-15.057725952619416,False,False,False,sem sinal (Lateral; sem novo topo (-6.4%))
LOGG3,SMALL11,SMALL11,Real Estate,56.82,52.14,83.33333333333333,53.15,47.29,37.02,89.93,53,Não,3,7,False,,True,,True,True,True,True,False,5,6,False,False,False,True,True,,True,False,True,,True,2211085056.0,5.63,0.61,26.95,13.22,10.75,2.79,149.65,,0.45,0.63,2.05,25.290000915527344,23.88,30.53,41.03,64.73,71.73,46.38,41.03,36.92,5.0,46.0,83.39,n/d,n/d,,,,Em Baixa,26.549999237060547,-4.745756526329381,-11.881532253530358,False,False,False,sem sinal (Em Baixa; sem novo topo (-4.7%))
CPFE3,BOVA11,BOVA11,Utilities,56.63,54.86,66.66666666666667,75.51,32.07,22.7,83.22,54,Não,6,7,False,,True,,False,True,False,True,True,4,6,True,True,True,False,True,,True,True,True,,True,52830867456.0,9.21,2.19,8.1,10.17,23.72,15.33,12.79,,1.15,1.43,6.1,45.849998474121094,33.29,37.89,40.46,48.43,58.13,43.64,40.46,36.42,5.0,-20.58,-4.82,n/d,n/d,,,,Em Alta,47.189998626708984,-2.839585063750072,-13.477241762565594,False,False,False,sem sinal (Em Alta; sem novo topo (-2.8%))
SBSP3,BOVA11,BOVA11,Utilities,56.48,54.68,66.66666666666667,77.28,34.66,44.11,24.16,55,Não,7,7,True,,True,,False,True,False,True,True,4,6,True,True,True,True,True,,True,True,True,,True,96322568192.0,11.19,2.23,2.44,2.57,19.97,13.3,22.03,,1.74,1.18,0.79,27.389999389648438,5.02,9.31,32.43,26.01,41.12,33.19,32.43,29.19,3.0,6.57,21.17,n/d,n/d,,,,Em Baixa,29.299999237060547,-6.5187709800217934,-22.447480677551045,False,False,False,sem sinal (Em Baixa; sem novo topo (-6.5%))
MDIA3,SMALL11,SMALL11,Consumer Defensive,56.04,54.17,66.66666666666667,39.54,61.93,88.37,32.21,56,Não,1,7,False,,True,,False,False,True,True,True,4,6,False,False,False,False,False,,True,False,True,,True,5832241664.0,8.55,0.71,6.01,3.22,8.33,9.09,6.67,,2.65,0.21,1.42,17.3799991607666,4.0,7.42,26.93,33.46,18.82,26.4,26.93,24.24,3.0,39.47,51.92,n/d,n/d,,,,Em Baixa,18.008699417114258,-3.4910919538708174,-40.00255448536173,False,False,False,sem sinal (Em Baixa; sem novo topo (-3.5%))
ITUB4,BOVA11,BOVA11,Financial Services,55.95,51.7,80.0,59.13,32.98,,65.1,57,Não,4,6,False,,True,,False,True,,True,True,4,5,True,True,False,,True,,True,False,True,,True,461044940800.0,10.03,2.25,8.18,7.15,22.45,0.0,32.58,,,,1.58,41.83000183105469,21.38,39.65,55.26,41.77,56.28,38.76,39.65,35.69,3.0,-14.69,-7.34,n/d,n/d,,,,Lateral,43.16999816894531,-3.103999061215068,-14.105021883487645,False,False,False,sem sinal (Lateral; sem novo topo (-3.1%))
CMIN3,BOVA11,BOVA11,Basic Materials,55.89,59.87,33.333333333333336,82.65,29.09,30.02,93.96,58,Não,5,7,False,,True,,False,True,False,False,False,2,6,True,True,True,False,False,,True,True,True,,True,31064004608.0,14.38,4.53,18.46,16.62,31.49,21.67,12.51,,1.37,1.31,,5.75,6.83,9.94,4.16,3.38,,6.08,5.49,4.94,4.0,-14.04,5.66,n/d,n/d,,,,Em Alta,5.980000019073486,-3.846154152840986,-9.773695814269058,False,False,False,sem sinal (Em Alta; sem novo topo (-3.8%))
ALUP11,SMALL11,SMALL11,Utilities,55.6,56.58,50.0,61.21,42.71,67.65,48.32,59,Não,3,7,False,,True,,False,True,False,False,True,3,6,False,False,False,True,False,,True,True,True,,True,15463575552.0,9.68,1.16,3.3,4.6,12.0,9.46,25.17,,3.3,1.14,1.45,32.5099983215332,10.68,19.81,44.5,46.02,37.81,37.03,41.15,37.04,4.0,13.93,13.92,n/d,n/d,,,,Lateral,33.709999084472656,-3.5597769075354058,-11.825957225296435,False,False,False,sem sinal (Lateral; sem novo topo (-3.6%))
BBDC4,BOVA11,BOVA11,Financial Services,55.28,54.44,60.0,52.02,52.4,,70.47,60,Não,2,6,False,,True,,False,True,,False,True,3,5,True,False,False,,False,,True,False,True,,True,192782647296.0,7.72,1.09,8.62,8.34,14.13,0.0,25.36,,,,1.53,17.700000762939453,10.54,17.29,26.85,28.94,30.66,18.23,17.29,15.56,3.0,-12.09,2.99,n/d,n/d,,,,Em Alta,18.9505615234375,-6.599069684301384,-16.65674721294942,False,False,False,sem sinal (Em Alta; sem novo topo (-6.6%))
SEER3,SMALL11,SMALL11,Consumer Defensive,55.01,58.84,33.333333333333336,69.07,71.73,38.72,20.81,61,Não,4,7,False,,False,,False,True,False,True,False,2,6,True,True,True,False,False,,True,False,True,,True,1556972160.0,6.36,1.11,3.92,2.4,17.4,16.63,10.92,,1.56,1.16,0.43,12.15999984741211,2.09,3.87,25.33,21.71,32.78,26.61,25.33,22.8,3.0,87.5,118.8,n/d,n/d,,,,Em Alta,12.350000381469727,-1.538465815294221,-13.941969222034611,False,False,False,sem sinal (Em Alta; sem novo topo (-1.5%))
SAPR11,SMALL11,SMALL11,Utilities,54.89,55.75,50.0,58.82,58.24,43.76,59.73,62,Não,4,7,False,,True,,False,False,True,False,True,3,6,False,False,True,True,False,,True,True,True,,True,10527053824.0,8.59,0.83,1.59,6.34,9.64,11.81,16.66,,1.08,0.57,1.96,34.83000183105469,15.77,23.99,44.05,61.87,43.51,43.35,43.78,39.4,4.0,13.12,24.47,n/d,n/d,,,,Em Baixa,37.22999954223633,-6.44640811359376,-28.50985024964656,False,False,False,sem sinal (Em Baixa; sem novo topo (-6.4%))
VIVT3,BOVA11,BOVA11,Communication Services,53.31,45.07,100.0,46.76,33.27,48.0,61.07,63,Não,5,7,False,,True,,True,True,True,True,True,6,6,False,True,True,False,True,,True,True,True,,True,98712272896.0,15.26,1.53,7.96,6.43,10.05,9.1,10.68,,0.95,0.3,82.15,30.889999389648438,14.19,14.41,14.68,30.32,13.4,17.4,14.41,12.97,5.0,-58.02,-43.67,n/d,n/d,,,,Em Baixa,35.95353698730469,-14.08355900963013,-25.073212864548488,False,False,False,sem sinal (Em Baixa; sem novo topo (-14.1%))
SUZB3,BOVA11,BOVA11,Basic Materials,53.19,59.63,16.666666666666668,65.85,64.49,54.28,30.2,64,Não,5,7,False,,False,,False,True,False,False,False,1,6,True,True,False,True,False,,True,True,True,,True,51811409920.0,4.76,1.13,0.01,3.06,23.68,6.83,22.96,,3.52,2.02,0.32,41.970001220703125,9.18,17.03,116.83,85.84,159.27,120.64,116.83,105.15,3.0,150.53,187.45,n/d,n/d,,,,Em Alta,43.31999969482422,-3.1163399899155286,-29.63241846027842,False,False,False,sem sinal (Em Alta; sem novo topo (-3.1%))
SMTO3,SMALL11,SMALL11,Basic Materials,53.03,53.57,50.0,46.52,75.11,52.51,33.56,65,Não,2,7,False,,True,,False,True,False,True,False,3,6,False,True,False,False,False,,True,False,True,,True,4741539328.0,5.69,0.65,1.51,3.4,11.35,6.93,11.25,,2.62,1.61,0.62,14.6899995803833,3.57,6.62,34.21,36.23,32.41,34.28,34.21,30.79,3.0,109.58,133.38,n/d,n/d,,,,Em Baixa,16.049999237060547,-8.473518512928734,-31.346039516814006,False,False,False,sem sinal (Em Baixa; sem novo topo (-8.5%))
BPAC11,BOVA11,BOVA11,Financial Services,52.82,48.03,80.0,60.02,35.46,,25.5,66,Não,4,6,False,,True,,False,True,,True,True,4,5,True,True,False,,True,,True,False,True,,True,189369270272.0,12.77,2.97,2.16,2.64,23.23,0.0,38.77,,,,0.85,56.20000076293945,10.59,19.65,58.31,43.29,77.63,15.12,15.12,13.61,2.0,-75.78,-73.09,n/d,n/d,,,,Em Alta,57.119998931884766,-1.6106410821933093,-14.198472117649686,False,False,False,sem sinal (Em Alta; sem novo topo (-1.6%))
GGBR4,BOVA11,BOVA11,Basic Materials,52.77,53.26,50.0,35.9,52.22,89.07,62.42,67,Não,2,7,False,,True,,False,False,True,True,False,3,6,False,False,True,False,False,,True,False,True,,True,50354683904.0,23.26,0.97,2.62,6.78,4.18,10.03,3.22,,2.87,0.28,0.32,25.649999618530273,12.42,23.04,14.61,25.61,33.08,21.75,23.04,20.73,5.0,-19.17,-15.2,n/d,n/d,,,,Em Alta,26.309999465942383,-2.5085513523725567,-2.98790052787532,False,False,False,sem sinal (Em Alta; sem novo topo (-2.5%))
MOTV3,BOVA11,BOVA11,Industrials,52.57,53.02,50.0,73.7,48.52,29.58,18.12,68,Não,5,7,False,,True,,False,True,False,True,False,3,6,True,True,False,True,False,,True,True,True,,True,29425512448.0,7.8,1.7,1.39,2.26,21.85,11.72,19.27,,1.77,2.45,0.52,14.640000343322754,2.36,4.38,24.87,19.07,32.39,25.44,24.87,22.38,3.0,52.88,73.8,n/d,n/d,,,,Lateral,14.970000267028809,-2.204408268668334,-17.507289550261596,False,False,False,sem sinal (Lateral; sem novo topo (-2.2%))
FLRY3,BOVA11+SMALL11,BOVA11,Healthcare,52.56,50.07,66.66666666666667,57.05,27.71,59.51,55.7,69,Não,3,7,False,,True,,False,True,False,True,True,4,6,False,True,False,False,False,,True,True,True,,True,9388425216.0,14.97,1.83,6.21,6.05,12.25,12.31,7.47,,2.14,1.02,13.01,17.270000457763672,7.47,8.23,9.08,15.65,8.31,9.75,8.31,7.48,5.0,-56.69,-43.56,n/d,n/d,,,,Em Alta,17.489999771118164,-1.257857725749001,-4.585634840957164,False,False,False,sem sinal (Em Alta; sem novo topo (-1.3%))
FESA4,SMALL11,SMALL11,Basic Materials,52.04,55.34,33.333333333333336,29.6,65.56,93.61,69.13,70,Não,1,7,False,,True,,False,False,True,False,False,2,6,False,False,False,False,False,,True,False,True,,True,1931545216.0,13.02,0.64,11.78,8.28,4.93,4.41,7.06,,3.27,0.12,,5.699999809265137,3.37,4.91,4.55,9.37,,5.55,4.73,4.26,4.0,-25.31,-2.64,n/d,n/d,,,,Lateral,6.159999847412109,-7.467533271777993,-35.955055577784144,False,False,False,sem sinal (Lateral; sem novo topo (-7.5%))
GOAU4,BOVA11+SMALL11,BOVA11,Basic Materials,51.37,51.61,50.0,32.34,49.0,89.82,68.46,71,Não,2,7,False,,True,,False,False,True,True,False,3,6,False,False,True,False,False,,True,False,True,,True,14812016640.0,19.2,0.79,2.89,8.27,4.13,10.0,1.14,,2.88,0.28,9.6,11.199999809265137,6.61,7.87,4.96,13.64,5.99,7.81,6.61,5.95,5.0,-46.86,-30.23,n/d,n/d,,,,Em Alta,11.529999732971191,-2.8620982770917736,-3.1141920180267513,False,False,False,sem sinal (Em Alta; sem novo topo (-2.9%))
SBFG3,SMALL11,SMALL11,Consumer Cyclical,51.08,45.39,83.33333333333333,38.3,69.22,40.51,27.52,72,Não,4,7,False,,True,,False,True,True,True,True,5,6,False,True,False,False,True,,True,True,True,,True,2108269056.0,6.45,0.7,5.79,2.68,10.84,7.5,4.2,,1.39,0.94,0.72,9.140000343322754,1.75,3.24,18.78,20.4,16.5,18.56,18.78,16.9,3.0,84.88,103.07,n/d,n/d,,,,Em Baixa,10.039999961853027,-8.964139660854798,-40.201034839090525,False,False,False,sem sinal (Em Baixa; sem novo topo (-9.0%))
CPLE3,BOVA11,BOVA11,Utilities,51.07,45.37,83.33333333333333,53.11,24.49,38.82,75.84,73,Não,4,7,False,,True,,False,True,True,True,True,5,6,False,True,True,False,True,,True,False,True,,True,44247195648.0,14.14,1.84,7.15,9.17,12.99,9.82,9.95,,1.37,0.99,3.45,14.899999618530273,9.75,14.36,11.08,13.86,13.98,12.61,13.86,12.47,5.0,-16.3,-15.4,n/d,n/d,,,,Em Baixa,14.949999809265137,-0.3344494406205656,-11.686944076615136,False,False,False,sem sinal (Em Baixa; sem novo topo (-0.3%))
RDOR3,BOVA11,BOVA11,Healthcare,50.76,50.9,50.0,69.73,22.57,48.25,42.28,74,Não,4,7,False,,True,,False,True,False,False,True,3,6,True,True,True,False,False,,True,False,True,,True,74257874944.0,16.72,3.9,12.61,4.01,23.35,15.25,8.08,,2.86,2.44,2.17,34.060001373291016,9.75,18.08,26.99,20.01,23.86,19.74,20.01,18.01,5.0,-47.13,-42.05,n/d,n/d,,,,Em Baixa,35.869998931884766,-5.0459927864253356,-24.230279986226154,False,False,False,sem sinal (Em Baixa; sem novo topo (-5.0%))
PRIO3,BOVA11,BOVA11,Energy,50.54,47.69,66.66666666666667,64.02,41.31,39.4,6.71,75,Não,4,7,False,,True,,False,True,True,True,False,4,6,False,True,False,True,True,,True,False,True,,True,46781251584.0,13.35,1.83,0.0,0.18,13.71,10.92,18.58,,1.34,0.9,1.0,58.61000061035156,0.74,1.38,58.17,56.25,59.54,57.99,58.17,52.35,3.0,-10.67,-1.06,n/d,n/d,,,,Em Alta,60.849998474121094,-3.681179819128799,-19.690328974500904,False,False,False,sem sinal (Em Alta; sem novo topo (-3.7%))
PGMN3,SMALL11,SMALL11,Healthcare,50.5,53.53,33.333333333333336,44.83,61.6,47.17,85.23,76,Não,4,7,False,,True,,False,False,False,True,False,2,6,False,True,True,False,True,,True,False,True,,True,2448502016.0,7.76,0.75,6.7,10.75,9.61,12.78,2.0,,1.73,1.07,4.86,3.4000000953674316,2.61,2.99,3.59,6.69,5.41,4.26,3.59,3.23,5.0,-5.01,25.2,n/d,n/d,,,,Em Baixa,3.5399999618530273,-3.954798530910497,-55.38057550616391,False,False,False,sem sinal (Em Baixa; sem novo topo (-4.0%))
