ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roic,mrg_liq,div_liq_ebitda,liq_corr,div_patrim,peg,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
ASAI3,BOVA11+SMALL11,BOVA11,Bens de primeira necessidade,43.84,44.01,42.857142857142854,,,0.0,,58.87,57.81,10.1,10.42,92,Não,5,7,False,,True,,False,False,True,False,True,False,3,7,True,True,True,False,True,,True,False,True,,True,10794777600.0,11.57,1.76,1.27,0.83,15.21,21.18,0.9,,1.1,4.6,0.84,8.0600004196167,0.47859852468879527,0.8878002632977151,9.230337559198034,8.472338715284165,10.15571981475267,,,,3,False,21.2,,,n/d,n/d,,,,False,False,,,Em Baixa,8.829999923706055,-8.720266259823228,-24.089017536203215,False,False,False,sem sinal (Em Baixa; sem novo topo (-8.7%))
USIM5,BOVA11+SMALL11,BOVA11,Materiais,43.67,46.33,28.571428571428573,,,1.0,P/L=-3.86<2,10.27,85.83,71.03,60.42,93,Não,3,7,False,,False,,False,False,False,True,True,False,2,7,False,False,False,False,True,,True,True,True,,True,8813549568.0,-3.86,0.43,0.0,6.2,-11.18,4.67,-9.36,,4.44,0.27,,7.159999847412109,3.1724295334142862,5.8848567844835005,,,,4.528643158948894,4.528643158948894,4.075778843054005,2,True,1.9,-43.075713269363504,-36.75079252151501,n/d,n/d,,,,False,False,,,Em Baixa,8.6899995803833,-17.606441966061702,-41.21510945800607,False,False,False,sem sinal (Em Baixa; sem novo topo (-17.6%))
IRBR3,SMALL11+Carteira,SMALL11,Insurance,43.46,51.13,0.0,,2.87,0.3,,21.35,74.15,100.0,29.86,94,Não,1,6,False,,False,,False,,False,,False,False,0,5,False,False,False,,False,,True,False,True,,True,4147725568.0,-105.28,0.8,3.02,2.93,-0.76,0.0,6.77,,,,,51.099998474121094,10.680811285438246,15.551261231598087,,,,13.116036258518166,13.116036258518166,11.80443263266635,2,True,1.5,-76.89934836564713,-74.33260929516348,2026-08-13,2026-07-01,última,"A análise fundamentalista do IRB Brasil (IRBR3) revela uma companhia em momento de profunda reestruturação, onde a desconexão entre qualidade e preço fica evidente pelo ROE negativo de -0,8% (setor em 34,6%) e ROIC zerado (setor em 19,5%), ambos muito abaixo de seus pares, convivendo com um P/VP descontado de 0,8 e um P/L negativo de -105,28 que reflete a ausência de lucros consistentes. Essa baixa rentabilidade operacional é acompanhada por uma severa contração histórica, visto que o CAGR de receita nos últimos cinco anos recuou 30,0%, desempenho bem mais acentuado do que a média setorial de queda de 4,2%. No que tange aos proventos, o dividend yield de 3,02% carece de sustentabilidade robusta no longo prazo, dado que a geração de valor atual é frágil e o checklist de critérios de seleção aponta que a empresa atendeu a apenas 1 de 6 requisitos possíveis, falhando em superar a taxa Selic e em demonstrar alinhamento com as movimentações de insiders. Sob a ótica de valuation, as métricas de preço-teto calculadas mostram uma dispersão relevante entre os métodos de Bazin, que aponta R$ 10,90, e Gordon, situado em R$ 15,87, resultando em uma média e mediana de R$ 13,38. Quando ajustado pela margem de segurança, o preço-teto de referência cai para R$ 12,04, o que projeta um expressivo upside negativo de -76,9% em relação à cotação atual de R$ 52,14, indicando que o papel negocia com forte prêmio sobre seus fundamentos de fluxo de caixa e dividendos projetados. Em suma, o ativo apresenta como pontos positivos uma excelente nota de segurança financeira e um valor de mercado consolidado acima de R$ 4,2 bilhões, mas contrapõe esses fatores com uma forte tendência gráfica de baixa, severa perda de receita histórica e indicadores de rentabilidade que ainda não justificam o preço atual de tela.",,False,True,57.62,-11.32,Em Baixa,56.79999923706055,-10.035212745602207,-21.04933962300065,False,False,False,sem sinal (Em Baixa; sem novo topo (-10.0%))
BRAP4,BOVA11+SMALL11,BOVA11,Basic Materials,43.46,41.05,57.142857142857146,,,1.0,DY5a=24.1%>=20,18.9,53.77,75.0,,95,Não,5,7,False,,True,,False,False,True,True,True,False,4,7,False,True,True,False,True,,True,True,True,,True,8510541312.0,10.73,1.07,11.04,24.12,10.0,-0.47,0.0,,5.99,0.0,1.07,21.649999618530273,37.29624672950174,69.18453768322573,26.73462208252806,30.308008631916604,60.5312198094975,44.81092698733393,37.29624672950174,33.566622056551566,5,True,2.6,55.042136942218846,106.97888118658523,n/d,n/d,,,,False,False,,,Lateral,22.0,-1.5909108248623904,-15.528676053679924,False,False,False,sem sinal (Lateral; sem novo topo (-1.6%))
RANI3,SMALL11,SMALL11,Materiais,43.41,48.55,14.285714285714286,,,1.0,,50.37,43.32,36.73,77.08,96,Não,2,7,False,,True,,False,False,False,False,False,False,1,7,False,False,True,False,False,,True,False,True,,True,1843766912.0,14.71,1.33,4.45,9.01,9.03,11.69,7.65,,2.1,1.38,,8.020000457763672,5.159627835484934,7.512418128466065,5.670156679860107,8.600693978153123,,6.735724155491058,6.5912874041630864,5.932158663746778,4,True,1.7,-26.032938589121677,-16.013419313827903,n/d,n/d,,,,False,False,,,Em Alta,8.384929656982422,-4.3522034667859195,-17.348524635753027,False,False,False,sem sinal (Em Alta; sem novo topo (-4.4%))
RADL3,BOVA11,BOVA11,Bens de primeira necessidade,43.39,40.96,57.142857142857146,,,0.0,,61.74,18.29,35.4,15.28,97,Não,4,7,False,,True,,False,False,True,False,True,True,4,7,True,True,True,False,False,,True,False,True,,True,33886629888.0,26.4,4.86,2.17,1.44,18.41,16.71,2.88,,1.41,1.18,2.32,19.3799991607666,1.9970662188017865,3.704557835877314,9.72670412424839,8.11568000677593,9.426424846332175,7.743341703308452,8.771052426554053,7.893947183898648,4,True,4.9,-59.26755662673418,-60.04467472328747,n/d,n/d,,,,False,False,,,Em Alta,20.549999237060547,-5.693431239568747,-28.558727424414364,False,False,False,sem sinal (Em Alta; sem novo topo (-5.7%))
TTEN3,SMALL11,SMALL11,Bens de primeira necessidade,42.93,40.42,57.142857142857146,,,0.0,,43.18,50.51,35.92,11.81,98,Não,3,7,False,,True,,False,True,True,False,False,True,4,7,True,True,False,False,False,,True,False,True,,True,5629955072.0,8.01,1.2,1.59,0.95,14.93,6.69,4.16,,1.26,1.0,0.58,11.25,0.7610243917260839,1.4117002466518858,18.60955056179775,17.212220475809193,20.70853796300155,,,,3,False,27.2,,,n/d,n/d,,,,False,False,,,Em Baixa,15.300000190734863,-26.470589151936085,-37.15083664943837,False,False,False,sem sinal (Em Baixa; sem novo topo (-26.5%))
VAMO3,BOVA11+SMALL11,BOVA11,Bens Industriais,42.48,44.93,28.571428571428573,,,0.7,,56.29,49.07,22.06,29.17,99,Não,4,7,False,,True,,False,False,True,False,False,False,2,7,True,False,True,False,False,,True,True,True,,True,3555265024.0,12.24,1.44,4.04,2.92,11.81,15.28,5.09,,1.77,6.47,1.61,2.9100000858306885,0.6078591120114689,1.1275786527812748,3.1501226419327297,3.2878523482894795,2.497999125067966,2.5158881920178624,2.824060883500348,2.541654795150313,4,True,5.4,-12.657913395738873,-13.543363649088104,n/d,n/d,,,,False,False,,,Lateral,3.4200000762939453,-14.912280090236552,-41.09311635376722,False,False,False,sem sinal (Lateral; sem novo topo (-14.9%))
UNIP6,SMALL11,SMALL11,Materiais,42.26,44.67,28.571428571428573,,,1.0,,54.15,12.76,36.61,97.92,100,Não,4,7,False,,True,,False,False,True,False,False,False,2,7,False,True,True,False,False,,True,True,True,,True,6552220160.0,25.53,3.41,16.92,17.1,13.34,11.66,5.09,,2.39,1.85,,58.70000076293945,71.70273269166915,104.3991787990703,23.912260396967113,29.841920499342688,,57.46402309676232,50.77232659550592,45.695093935955335,4,True,4.4,-22.15486653825537,-2.1055837310269276,n/d,n/d,,,,False,False,,,Em Baixa,63.689998626708984,-7.834821748099285,-19.25387097113125,False,False,False,sem sinal (Em Baixa; sem novo topo (-7.8%))
MOVI3,SMALL11,SMALL11,Bens Industriais,41.98,44.35,28.571428571428573,,,0.7,,51.39,60.45,2.77,55.56,101,Não,4,7,False,,False,,False,False,True,False,True,False,2,7,True,False,True,False,False,,True,True,True,,True,3011013632.0,8.56,1.02,8.38,5.82,11.92,14.39,2.45,,0.85,8.06,1.43,7.449999809265137,3.0982361592232546,5.731289826381971,11.499853662978712,11.959431963091024,10.271170968932857,9.86543660534614,10.885512315955785,9.796961084360206,4,True,3.9,31.502836713851835,32.42197124726183,n/d,n/d,,,,False,False,,,Em Baixa,8.609999656677246,-13.472704920638456,-50.23380309702703,False,False,False,sem sinal (Em Baixa; sem novo topo (-13.5%))
PNVL3,SMALL11,SMALL11,Bens de primeira necessidade,41.5,38.74,57.142857142857146,,,0.0,,38.1,39.36,46.99,23.61,102,Não,2,7,False,,True,,False,False,True,False,True,True,4,7,False,False,False,False,False,,True,True,True,,True,1785308160.0,13.26,1.39,2.71,2.49,10.45,9.66,2.33,,1.75,1.07,1.89,11.979999542236328,2.127426573352601,3.9463762935690747,11.970964851782151,13.23636999203626,8.574978184369613,9.432172330439274,10.272971518075881,9.245674366268293,4,True,6.2,-22.82408414397663,-21.267339809275544,n/d,n/d,,,,False,False,,,Em Alta,12.4399995803833,-3.697749627518876,-26.4817728800266,False,False,False,sem sinal (Em Alta; sem novo topo (-3.7%))
VBBR3,BOVA11,BOVA11,Consumo discricionário,41.01,38.16,57.142857142857146,,,0.9,,43.0,22.79,36.39,58.33,103,Não,3,7,False,,True,,False,False,True,False,True,True,4,7,False,True,False,False,True,,True,False,True,,True,39893225472.0,13.65,1.89,4.41,6.07,13.83,9.9,1.56,,1.77,1.1,5.74,33.439998626708984,14.491940818718327,17.869504758154346,21.57702320020343,31.22915852236356,20.685198873203568,21.170565234528645,20.685198873203568,18.616678985883212,5,True,2.2,-44.32811079419777,-36.69089083747921,n/d,n/d,,,,False,False,,,Em Alta,36.130001068115234,-7.44534282281043,-8.708715119812005,False,False,False,sem sinal (Em Alta; sem novo topo (-7.4%))
FRAS3,SMALL11,SMALL11,Consumo discricionário,40.41,39.98,42.857142857142854,,,0.9,,51.94,19.11,43.18,31.94,104,Pivô de alta,2,7,False,,True,,False,False,True,False,False,True,3,7,False,False,True,False,False,,True,False,True,,True,5677049344.0,22.6,2.38,3.01,3.07,10.53,13.92,4.68,,2.29,1.23,6.99,20.469999313354492,4.483881457983514,6.018156640895815,8.683418214185403,13.239341634129417,5.705058113109376,7.625971212060705,6.018156640895815,5.416340976806233,5,True,3.0,-73.54010181489039,-62.745620577106855,n/d,n/d,,,Pivô de alta,False,False,,,Lateral,21.170000076293945,-3.306569487088995,-18.522656354617705,False,True,False,Pivô de alta
CBAV3,SMALL11,SMALL11,Materiais,39.96,39.45,42.857142857142854,,,1.0,,39.06,39.22,45.06,30.56,105,Não,4,7,False,,False,,False,False,True,True,True,False,3,7,False,True,False,False,True,,True,True,True,,True,7220396544.0,12.11,1.43,0.4,3.04,11.81,6.25,6.41,,2.06,0.89,1.62,11.09000015258789,2.4106582845423334,4.471771117826028,12.13398034862011,12.641037534909856,9.616374304613153,9.715790826492288,10.875177326616631,9.787659593954968,4,True,5.2,-11.743377283263756,-12.391427476896165,n/d,n/d,,,,False,False,,,Em Alta,11.130000114440918,-0.35938869219891423,-0.8050102873988774,False,False,False,sem sinal (Em Alta; sem novo topo (-0.4%))
ENGI11,BOVA11,BOVA11,Serviços públicos,38.21,37.39,42.857142857142854,,,0.0,,41.01,32.82,26.56,54.17,106,Não,3,7,False,,True,,False,False,False,False,True,True,3,7,False,False,True,False,False,,True,True,True,,True,14187028480.0,15.57,1.21,3.3,5.5,7.78,10.25,4.13,,1.56,1.86,13.91,46.31999969482422,18.19192757107446,19.99443740240256,23.355134352338165,50.620078635054526,19.688023242365077,20.307380642045064,19.84123032238382,17.857107290145436,4,True,2.8,-61.448386425311696,-56.15850436995101,n/d,n/d,,,,False,False,,,Em Baixa,50.33000183105469,-7.967419015185118,-21.822785325191198,False,False,False,sem sinal (Em Baixa; sem novo topo (-8.0%))
POSI3,SMALL11,SMALL11,Tecnologia de informação,37.85,36.97,42.857142857142854,,,0.5,,21.96,46.63,44.5,65.28,107,Não,0,7,False,,True,,False,False,False,True,True,False,3,7,False,False,False,False,False,,False,False,True,,True,484647584.0,50.92,0.32,5.09,6.88,0.63,6.91,0.29,,1.69,0.83,14.14,3.5,1.7211493904941166,2.4003414192044876,0.6847090458637983,4.112823920488531,0.7206616548884061,2.2387440962688854,2.0607454048493024,1.8546708643643721,4,True,6.0,-47.009403875303654,-36.03588296374613,n/d,n/d,,,,False,False,,,Em Baixa,3.700000047683716,-5.405406624492349,-27.083336230781228,False,False,False,sem sinal (Em Baixa; sem novo topo (-5.4%))
SOJA3,SMALL11,SMALL11,Bens de primeira necessidade,37.85,39.49,28.571428571428573,,,0.0,,20.27,51.61,66.82,40.97,108,Não,2,7,False,,True,,False,False,False,False,True,False,2,7,False,False,False,False,True,,True,False,True,,True,741985664.0,30.9,0.57,5.28,3.84,1.84,5.12,0.95,,4.6,1.23,0.02,5.260000228881836,1.4434752790576735,2.6776466426519843,2.2555017162681006,5.945116296339521,5.106796338720229,3.485707254607502,2.6776466426519843,2.4098819783867858,5,True,4.1,-54.184755256197484,-33.73180412677493,n/d,n/d,,,,False,False,,,Em Baixa,5.960000038146973,-11.74496316753001,-49.69285837810544,False,False,False,sem sinal (Em Baixa; sem novo topo (-11.7%))
SLCE3,BOVA11+SMALL11,BOVA11,Bens de primeira necessidade,37.32,41.39,14.285714285714286,,,0.0,,36.77,35.71,46.61,65.97,109,Não,1,7,False,,True,,False,False,False,False,False,False,1,7,False,False,False,False,False,,True,False,True,,True,6635682304.0,20.35,1.24,6.09,7.05,6.1,9.78,3.82,,2.2,1.77,,13.369999885559082,6.732277417008593,9.802195919164513,6.832825494339776,12.624948442702319,,8.9980618183038,8.317510706752145,7.4857596360769305,4,True,1.9,-44.01077262414722,-32.699611852483315,n/d,n/d,,,,False,False,,,Em Baixa,13.960000038146973,-4.226362113006166,-31.365502054708006,False,False,False,sem sinal (Em Baixa; sem novo topo (-4.2%))
HAPV3,BOVA11+SMALL11,BOVA11,Cuidados de saúde,37.03,37.68,33.333333333333336,,,0.2,P/L=-12.62<2,12.25,73.12,66.32,6.25,110,Não,1,7,False,,False,,False,,False,True,True,False,2,6,False,False,False,False,False,,True,False,True,,True,4893405696.0,-12.62,0.11,0.0,0.13,-0.89,1.71,-1.35,,1.79,0.34,,10.300000190734863,0.09674603285693693,0.13350952534257296,,,,0.11512777909975494,0.11512777909975494,0.10361500118977945,2,True,1.4,-98.99402913329085,-98.8822545925454,n/d,n/d,,,,False,False,,,Lateral,11.90999984741211,-13.518049347641913,-75.85560190441562,False,False,False,sem sinal (Lateral; sem novo topo (-13.5%))
NATU3,BOVA11+SMALL11,BOVA11,Bens de primeira necessidade,36.97,39.97,20.0,,,0.0,P/L=-4.89<2,24.37,67.77,58.92,2.78,111,Não,2,7,False,,False,,,,False,True,False,False,1,5,False,False,True,False,False,,True,False,True,,True,11103814656.0,-4.89,0.91,0.0,0.0,-18.67,11.65,-10.7,,1.65,0.55,,8.079999923706055,,,,,,,,,0,True,,,,n/d,n/d,,,,False,False,,,Em Baixa,8.710000038146973,-7.233066724244797,-27.53363049198819,False,False,False,sem sinal (Em Baixa; sem novo topo (-7.2%))
TIMS3,BOVA11,BOVA11,Comunicação,34.96,31.04,57.142857142857146,,,0.4,,32.03,7.99,34.96,76.39,112,Não,3,7,False,,True,,False,False,False,True,True,True,4,7,False,False,False,True,True,,True,False,True,,True,44906962944.0,3286.2,1.79,7.82,8.95,0.05,0.76,15.78,,0.85,0.66,1314.48,18.799999237060547,12.01535235724169,14.993070115340714,,,,13.504211236291201,13.504211236291201,12.153790112662081,2,True,1.2,-35.35217762826689,-28.16908625362988,n/d,n/d,,,,False,False,,,Em Baixa,22.670000076293945,-17.071022612303665,-33.685209118705494,False,False,False,sem sinal (Em Baixa; sem novo topo (-17.1%))
MYPK3,SMALL11,SMALL11,Consumo discricionário,34.92,36.04,28.571428571428573,,,0.9,,25.86,50.43,32.59,52.78,113,Não,1,7,False,,True,,False,False,False,False,True,False,2,7,False,False,False,False,False,,True,False,True,,True,1370393344.0,15.73,0.35,3.28,5.44,2.23,8.93,0.6,,1.73,1.21,48.65,9.149999618530273,3.552559883599607,3.6482954125055893,4.26690434916905,18.497538994595185,3.3499078113152194,3.7044168641473663,3.600427648052598,3.2403848832473385,4,True,5.5,-64.58595608370278,-59.514568102873966,n/d,n/d,,,,False,False,,,Lateral,9.710000038146973,-5.767254556299339,-35.800790896954325,False,False,False,sem sinal (Lateral; sem novo topo (-5.8%))
ARML3,SMALL11,SMALL11,Bens Industriais,34.78,35.88,28.571428571428573,,,0.7,,32.44,38.35,33.12,50.69,114,Não,2,7,False,,True,,False,False,False,False,True,False,2,7,False,False,False,False,False,,True,True,True,,True,1164182528.0,24.32,0.96,15.48,4.76,3.96,9.81,2.66,,2.16,2.35,9.73,3.359999895095825,1.1426497412657408,1.4258281554055112,1.231407284208102,3.2984744248138442,1.0031700705370041,1.2007638128540896,1.1870285127369216,1.0683256614632295,4,True,3.3,-68.20459241613275,-64.26298064453229,n/d,n/d,,,,False,False,,,Em Alta,3.559999942779541,-5.617978957818792,-46.66666994649887,False,False,False,sem sinal (Em Alta; sem novo topo (-5.6%))
QUAL3,SMALL11,SMALL11,Cuidados de saúde,34.64,38.23,14.285714285714286,,,0.2,,44.88,52.44,18.03,13.19,115,Não,3,7,False,,False,,False,False,False,False,True,False,1,7,True,False,True,False,False,,False,True,True,,True,444108256.0,30.02,0.35,0.56,1.25,1.17,23.06,1.09,,0.92,1.37,41.01,1.5700000524520874,0.1398442206010587,0.14863966809581616,0.397055437083204,2.297479049821046,0.10349988408006237,,,,3,False,22.2,,,n/d,n/d,,,,False,False,,,Em Baixa,1.6100000143051147,-2.4844696582373316,-44.04388007140033,False,False,False,sem sinal (Em Baixa; sem novo topo (-2.5%))
JSLG3,SMALL11,SMALL11,Bens Industriais,34.62,35.69,28.571428571428573,,,0.7,P/L=-16.20<2,20.76,59.05,11.05,93.75,116,Não,1,7,False,,True,,False,False,False,False,True,False,2,7,False,False,False,False,False,,True,False,True,,True,1512455424.0,-16.2,1.32,35.53,13.86,-8.15,9.49,-0.98,,1.28,6.64,,5.300000190734863,5.245757038721252,6.421344641757757,,,,5.833550840239504,5.833550840239504,5.250195756215554,2,True,1.2,-0.9397062778672027,10.066993024591998,n/d,n/d,,,,False,False,,,Em Baixa,5.760000228881836,-7.986111456045386,-39.90929281046317,False,False,False,sem sinal (Em Baixa; sem novo topo (-8.0%))
SMFT3,BOVA11+SMALL11,BOVA11,Consumo discricionário,34.28,37.81,14.285714285714286,,,0.9,,51.01,39.35,11.9,26.39,117,Não,1,7,False,,False,,False,False,True,False,False,False,1,7,False,False,False,False,False,,True,False,True,,True,10997692416.0,16.29,1.84,5.56,2.63,11.3,10.6,8.53,,1.2,2.24,2.52,17.920000076293945,3.3624293792152633,6.237306498444314,14.575813444499369,15.526008249098485,10.001079458185522,11.585051912556922,12.288446451342445,11.059601806208201,4,True,4.6,-38.28347232632685,-35.35127308463248,n/d,n/d,,,,False,False,,,Em Baixa,20.6200008392334,-13.094086581229414,-32.130945320152705,False,False,False,sem sinal (Em Baixa; sem novo topo (-13.1%))
SAUD3,SMALL11,SMALL11,Cuidados de saúde,33.72,30.85,50.0,,,0.2,,34.27,31.08,9.85,56.94,118,Não,3,7,False,,True,,False,False,False,,True,True,3,6,False,False,False,False,True,,True,True,True,,True,40782372864.0,39.37,2.22,0.94,6.04,5.63,4.59,10.5,,1.06,,0.03,13.949999809265137,6.022291051544934,11.171349900615851,4.694881825571833,7.077930047456853,10.629921114502265,7.919274787938347,7.077930047456853,6.370137042711168,5,True,2.4,-54.335934553344366,-43.23100432819632,n/d,n/d,,,,False,False,,,Em Baixa,16.09000015258789,-13.300188458845719,-15.34857491705991,False,False,False,sem sinal (Em Baixa; sem novo topo (-13.3%))
RAIL3,BOVA11,BOVA11,Bens Industriais,33.63,34.52,28.571428571428573,,,0.7,,49.6,28.81,18.05,13.89,119,Não,1,7,False,,False,,False,False,False,False,True,True,2,7,False,False,False,False,False,,True,False,True,,True,24532326400.0,24.29,1.82,0.8,1.31,7.49,12.14,7.34,,1.37,2.06,4.76,13.220000267028809,1.2364693556047135,2.046133230818789,6.433191282734835,9.431337179503084,3.492584918707207,3.9906364774202774,3.492584918707207,3.1433264268364867,3,True,7.6,-76.22294732719436,-69.81364298930403,n/d,n/d,,,,False,False,,,Em Baixa,14.4399995803833,-8.448748952956054,-23.710221630216388,False,False,False,sem sinal (Em Baixa; sem novo topo (-8.4%))
RAPT4,SMALL11,SMALL11,Bens Industriais,33.09,38.93,0.0,,,0.7,P/L=-6.00<2,18.08,78.49,32.23,47.22,120,Não,1,7,False,,False,,False,False,False,False,False,False,0,7,False,False,False,False,False,,True,False,True,,True,1712056960.0,-6.0,0.56,0.0,4.3,-9.35,8.29,-2.23,,2.07,2.19,,4.909999847412109,1.5092094240770955,2.197408921456251,,,,1.8533091727666733,1.8533091727666733,1.667978255490006,2,True,1.5,-66.02895504428295,-62.25439449364774,n/d,n/d,,,,False,False,,,Em Alta,5.139999866485596,-4.474708658518811,-30.056982040560097,False,False,False,sem sinal (Em Alta; sem novo topo (-4.5%))
DXCO3,SMALL11,SMALL11,Materiais,32.78,36.04,14.285714285714286,,,1.0,P/L=-133.03<2,14.93,72.74,37.65,36.11,121,Rompimento,2,7,False,,True,,False,False,False,False,False,False,1,7,False,False,False,False,False,,True,True,True,,True,4802635776.0,-133.03,0.69,0.0,3.41,-0.52,4.35,-0.11,,1.98,1.18,,5.289999961853027,1.2891243801199967,1.8769650974547152,,,,1.5830447387873559,1.5830447387873559,1.4247402649086203,2,True,1.5,-73.06729158444928,-70.07476842716586,n/d,n/d,,,Rompimento,False,False,,,Em Alta,5.21999979019165,1.3409995110135187,-14.951766233258468,False,True,False,"Rompimento (vol x2.1, +1.3% do topo, MM50>MM200)"
BHIA3,SMALL11,SMALL11,Consumo discricionário,32.34,35.11,16.666666666666668,,,0.9,P/L=-0.20<2,23.23,95.4,2.64,2.78,122,Não,2,7,False,,False,,False,,False,False,True,False,1,6,False,False,False,False,False,,True,True,True,,True,719763904.0,-0.2,0.41,0.0,0.0,-2.05,10.46,-12.3,,0.72,6.41,,0.7099999785423279,,,,,,,,,0,True,,,,n/d,n/d,,,,False,False,,,Em Baixa,1.0099999904632568,-29.702971757784656,-87.0437960570962,False,False,False,sem sinal (Em Baixa; sem novo topo (-29.7%))
MRVE3,BOVA11+SMALL11,BOVA11,Consumo discricionário,32.33,35.09,16.666666666666668,,,0.9,P/L=-3.30<2,14.73,73.08,37.07,27.78,123,Não,1,7,False,,False,,False,,False,False,True,False,1,6,False,False,False,False,False,,True,False,True,,True,2465214976.0,-3.3,0.48,0.0,2.66,-14.6,6.58,-6.68,,2.08,1.43,,4.380000114440918,0.8330086685116538,1.5452310800891178,,,,1.1891198743003857,1.1891198743003857,1.070207886870347,2,True,1.9,-75.56603061854136,-72.85114513171263,n/d,n/d,,,,False,False,,,Em Baixa,4.739999771118164,-7.594929832503395,-58.40455626293698,False,False,False,sem sinal (Em Baixa; sem novo topo (-7.6%))
DESK3,SMALL11,SMALL11,Comunicação,32.28,32.93,28.571428571428573,,,0.4,,41.69,28.4,31.17,8.33,124,Rompimento,3,7,False,,True,,False,False,False,False,False,True,2,7,False,True,True,False,False,,True,False,True,,True,2171977216.0,35.2,1.53,0.78,0.44,4.34,11.26,4.95,,1.41,1.21,9.58,18.690000534057617,0.5824908979301382,0.8187078297529272,5.330628476903873,12.080461502701908,2.182143157941284,,,,2,False,20.7,,,n/d,n/d,,,Rompimento,False,False,,,Em Alta,18.649999618530273,0.21448212517709564,-2.605523637754048,False,True,False,"Rompimento (vol x1.1, +0.2% do topo, MM50>MM200)"
LJQQ3,SMALL11,SMALL11,Consumo discricionário,32.24,34.99,16.666666666666668,,,0.9,P/L=-1.04<2,7.81,90.14,22.13,45.14,125,Não,0,7,False,,False,,False,,False,False,True,False,1,6,False,False,False,False,False,,False,False,True,,True,215193952.0,-1.04,0.7,0.0,4.08,-67.62,2.03,-6.84,,1.86,7.1,,1.0399999618530273,0.30342699715355503,0.42768477132770016,,,,0.36555588424062757,0.36555588424062757,0.3290002958165648,2,True,1.4,-68.3653550111323,-64.85039445681366,n/d,n/d,,,,False,False,,,Em Baixa,1.309999942779541,-20.610686467178862,-63.76306608630986,False,False,False,sem sinal (Em Baixa; sem novo topo (-20.6%))
AUAU3,SMALL11,SMALL11,Consumo discricionário,32.22,32.02,33.333333333333336,,,0.9,P/L=0.00<2,18.02,64.63,33.21,11.11,126,Não,1,7,False,,,,,,False,True,False,,1,3,False,False,False,False,False,,True,False,True,,True,2935307008.0,0.0,0.98,0.86,0.92,0.0,0.0,3.33,,1.19,0.74,,3.4100000858306885,0.22388254320375087,0.32597298290466126,,,,0.2749277630542061,0.2749277630542061,0.24743498674878547,2,True,1.5,-92.743842213467,-91.93760245940777,n/d,n/d,,,,False,False,,,Em Alta,3.680000066757202,-7.3369558703415,-15.458926525713323,False,False,False,sem sinal (Em Alta; sem novo topo (-7.3%))
EMBJ3,BOVA11,BOVA11,Bens Industriais,32.17,31.97,33.333333333333336,,,0.7,,43.65,13.8,39.87,9.03,127,Rompimento,2,7,False,,False,,False,,True,True,False,False,2,6,False,False,False,False,False,,True,True,True,,True,67382128640.0,29.41,3.83,1.06,0.72,13.01,9.61,3.93,,1.48,0.78,2.86,94.66000366210938,4.847250509183077,8.991649694534608,42.64689046320806,42.306868124899594,35.353066095732935,,,,3,False,8.8,,,n/d,n/d,,,Rompimento,False,False,,,Em Alta,93.01000213623047,1.7740043952070517,-9.940803463328685,False,True,False,"Rompimento (vol x2.5, +1.8% do topo, MM50>MM200)"
HBOR3,SMALL11,SMALL11,Imobiliário,31.87,32.45,28.571428571428573,,,0.8,,16.48,36.02,58.6,43.06,128,Não,1,7,False,,True,,False,False,False,True,False,False,2,7,False,False,False,False,False,,False,True,True,,True,250790928.0,45.74,0.18,6.94,3.93,0.39,2.33,0.48,,2.34,0.7,,1.8899999856948853,0.530228852483138,0.7720132092154489,0.42973327178021,3.1244150943332216,,0.577325111159599,0.530228852483138,0.4772059672348242,3,True,7.3,-74.75100683350679,-69.45369759104325,n/d,n/d,,,,False,False,,,Lateral,2.0299999713897705,-6.896551116650462,-55.575752158129845,False,False,False,sem sinal (Lateral; sem novo topo (-6.9%))
